SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,27,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2075.20,11.20,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,22,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2075.00,9.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,26,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2075.90,10.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Two or More Races,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,<3,*,*,N/A,N/A,N/A,<3,*,27,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2075.20,11.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7135,Frederick Douglass Academy for Young Men,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,27,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2075.20,11.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,55,7,N/A,N/A,N/A,26,62,88,<=5%,*,62.5,8.0,N/A,N/A,N/A,29.5,70.5,2088.90,16.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,*,*,<3,N/A,N/A,N/A,5,15,20,<=20%,*,*,<=20%,N/A,N/A,N/A,25.0,75.0,2089.30,17.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,69,8,N/A,N/A,N/A,30,77,107,<=5%,*,64.5,7.5,N/A,N/A,N/A,28.0,72.0,2088.90,16.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,25,5,N/A,N/A,N/A,15,30,45,<=10%,*,55.6,11.1,N/A,N/A,N/A,33.3,66.7,2089.20,18.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,44,3,N/A,N/A,N/A,16,47,63,<=5%,*,*,<=5%,N/A,N/A,N/A,25.4,74.6,2088.80,14.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,69,8,N/A,N/A,N/A,31,77,108,<=5%,*,63.9,7.4,N/A,N/A,N/A,28.7,71.3,2089.00,16.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,65,8,N/A,N/A,N/A,30,73,103,<=5%,*,63.1,7.8,N/A,N/A,N/A,29.1,70.9,2089.00,16.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,69,8,N/A,N/A,N/A,31,77,108,<=5%,*,63.9,7.4,N/A,N/A,N/A,28.7,71.3,2089.00,16.60,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,12,<=50%,<=50%,>=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2068.90,10.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,58,17,N/A,N/A,N/A,17,75,92,<=5%,*,63.0,18.5,N/A,N/A,N/A,18.5,81.5,2086.80,17.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,66,21,N/A,N/A,N/A,17,87,104,<=5%,*,63.5,20.2,N/A,N/A,N/A,16.3,83.7,2084.80,17.50,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,47,16,N/A,N/A,N/A,8,63,71,<=5%,*,66.2,22.5,N/A,N/A,N/A,11.3,88.7,2081.20,14.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,*,19,5,N/A,N/A,N/A,9,24,33,<=10%,*,57.6,15.2,N/A,N/A,N/A,27.3,72.7,2092.40,21.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,66,21,N/A,N/A,N/A,17,87,104,<=5%,*,63.5,20.2,N/A,N/A,N/A,16.3,83.7,2084.80,17.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,15,7,N/A,N/A,N/A,8,22,30,<=20%,*,50.0,23.3,N/A,N/A,N/A,26.7,73.3,2087.10,22.90,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,51,14,N/A,N/A,N/A,9,65,74,<=5%,*,68.9,18.9,N/A,N/A,N/A,12.2,87.8,2083.80,14.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,66,21,N/A,N/A,N/A,16,87,103,<=5%,*,64.1,20.4,N/A,N/A,N/A,15.5,84.5,2084.60,17.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,18,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2071.10,15.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,20,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2070.30,15.00,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,19,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2070.80,15.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,20,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2070.30,15.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,<3,*,*,N/A,N/A,N/A,<3,*,12,<=50%,<=50%,<=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2070.70,15.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,20,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2070.30,15.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,West Side Academy of Information Technology and Cyber Security,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Male,N/A,N/A,N/A,N/A,3,10,51,13,51,64,N/A,N/A,N/A,N/A,<=5%,*,79.7,20.3,79.7,3088.50,13.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,N/A,N/A,N/A,N/A,6,7,84,13,84,97,N/A,N/A,N/A,N/A,6.2,7.2,86.6,13.4,86.6,3087.40,14.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Economically Disadvantaged,N/A,N/A,N/A,N/A,5,21,61,26,61,87,N/A,N/A,N/A,N/A,5.7,24.1,70.1,29.9,70.1,3142.20,27.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Economically Disadvantaged,N/A,N/A,N/A,N/A,23,24,34,47,34,81,N/A,N/A,N/A,N/A,28.4,29.6,42.0,58.0,42.0,3156.90,31.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Female,N/A,N/A,N/A,N/A,<3,<3,*,<3,*,34,N/A,N/A,N/A,N/A,<=10%,<=10%,>=90%,<=10%,>=90%,3089.80,15.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,All Students,N/A,N/A,N/A,N/A,6,7,87,13,87,100,N/A,N/A,N/A,N/A,6.0,7.0,87.0,13.0,87.0,3087.50,14.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Black or African American,N/A,N/A,N/A,N/A,23,27,37,50,37,87,N/A,N/A,N/A,N/A,26.4,31.0,42.5,57.5,42.5,3156.00,31.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Economically Disadvantaged,N/A,N/A,N/A,N/A,4,12,74,16,74,90,N/A,N/A,N/A,N/A,<=5%,*,82.2,17.8,82.2,3087.20,14.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Black or African American,N/A,N/A,N/A,N/A,7,23,63,30,63,93,N/A,N/A,N/A,N/A,7.5,24.7,67.7,32.3,67.7,3143.60,28.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Female,N/A,N/A,N/A,N/A,<3,*,23,9,23,32,N/A,N/A,N/A,N/A,<=10%,*,71.9,28.1,71.9,3143.60,22.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,N/A,N/A,N/A,N/A,6,7,85,13,85,98,N/A,N/A,N/A,N/A,6.1,7.1,86.7,13.3,86.7,3087.50,14.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,N/A,N/A,N/A,N/A,6,5,81,11,81,92,N/A,N/A,N/A,N/A,6.5,5.4,88.0,12.0,88.0,3087.80,14.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Not Economically Disadvantaged,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,English Learners,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Black or African American,N/A,N/A,N/A,N/A,4,13,79,17,79,96,N/A,N/A,N/A,N/A,<=5%,*,82.3,17.7,82.3,3087.80,13.90,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Male,N/A,N/A,N/A,N/A,15,20,25,35,25,60,N/A,N/A,N/A,N/A,25.0,33.3,41.7,58.3,41.7,3155.50,32.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Female,N/A,N/A,N/A,N/A,9,7,13,16,13,29,N/A,N/A,N/A,N/A,31.0,24.1,44.8,55.2,44.8,3157.60,28.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,Female,N/A,N/A,N/A,N/A,<3,*,30,4,30,34,N/A,N/A,N/A,N/A,<=10%,<=10%,88.2,11.8,88.2,3085.30,15.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,All Students,N/A,N/A,N/A,N/A,7,23,65,30,65,95,N/A,N/A,N/A,N/A,7.4,24.2,68.4,31.6,68.4,3143.20,28.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,All Students,N/A,N/A,N/A,N/A,24,27,38,51,38,89,N/A,N/A,N/A,N/A,27.0,30.3,42.7,57.3,42.7,3156.10,31.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Science,All Students,N/A,N/A,N/A,N/A,4,13,81,17,81,98,N/A,N/A,N/A,N/A,<=5%,*,82.7,17.3,82.7,3087.40,14.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,ELA,Hispanic of Any Race,N/A,N/A,N/A,N/A,*,*,*,*,*,<10,N/A,N/A,N/A,N/A,*,*,*,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Mathematics,Male,N/A,N/A,N/A,N/A,6,15,42,21,42,63,N/A,N/A,N/A,N/A,9.5,23.8,66.7,33.3,66.7,3143.00,30.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,MI-Access,FI,82,Wayne RESA,82015,Detroit Public Schools Community District,0,All Buildings,82,Wayne,LEA District,Elem thru High School,City: Large,Wayne Region,3,11,Social Studies,Male,N/A,N/A,N/A,N/A,4,7,55,11,55,66,N/A,N/A,N/A,N/A,6.1,10.6,83.3,16.7,83.3,3086.30,13.90,N/A,N/A,N/A,N/A,N/A,N/A
