"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","English Language Arts","Not Migrant","29","54","40","23.60","43.90","32.50","123","47.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","English Language Arts","All Students","32","55","29","27.60","47.40","25.00","116","51.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","English Language Arts","Economically Disadvantaged","28","49","26","27.20","47.60","25.20","103","52.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","30.80","46.20","23.10","13","50.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","All Students","39","32","22","41.90","34.40","23.70","93","56.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Economically Disadvantaged","34","26","18","43.60","33.30","23.10","78","57.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","33.30","40.00","26.70","15","51.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Black, not of Hispanic origin","< 10","< 10","< 10","46.20","30.80","23.10","13","56.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Hispanic","27","23","15","41.50","35.40","23.10","65","57.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","38.50","38.50","23.10","13","52.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","08","Mathematics","Male","16","15","12","37.20","34.90","27.90","43","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","All Students","57","41","20","48.30","34.70","16.90","118","61.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Economically Disadvantaged","48","38","19","45.70","36.20","18.10","105","60.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","69.20","23.10","7.70","13","72.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Black, not of Hispanic origin","10","10","< 10","43.50","43.50","13.00","23","59.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Hispanic","44","30","16","48.90","33.30","17.80","90","61.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Male","32","25","15","44.40","34.70","20.80","72","59.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Female","25","16","< 10","54.30","34.80","10.90","46","64.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","English Learners","35","24","13","48.60","33.30","18.10","72","61.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Not English Learners","22","17","< 10","47.80","37.00","15.20","46","61.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","07","Mathematics","Not Migrant","57","41","20","48.30","34.70","16.90","118","61.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","All Students","49","44","30","39.80","35.80","24.40","123","55.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Economically Disadvantaged","47","40","30","40.20","34.20","25.60","117","55.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Black, not of Hispanic origin","< 10","11","< 10","25.00","55.00","20.00","20","57.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Hispanic","41","25","23","46.10","28.10","25.80","89","56.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","16.70","58.30","25.00","12","44.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Male","22","23","17","35.50","37.10","27.40","62","53.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Female","27","21","13","44.30","34.40","21.30","61","56.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","English Learners","32","27","22","39.50","33.30","27.20","81","53.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Not English Learners","17","17","< 10","40.50","40.50","19.00","42","58.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","06","Mathematics","Not Migrant","49","44","30","39.80","35.80","24.40","123","55.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","All Students","166","154","125","37.30","34.60","28.10","445","53.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Economically Disadvantaged","150","136","116","37.30","33.80","28.90","402","53.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Not Economically Disadvantaged","16","18","< 10","37.20","41.90","20.90","43","55.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Black, not of Hispanic origin","25","32","20","32.50","41.60","26.00","77","54.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Hispanic","124","102","95","38.60","31.80","29.60","321","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","White, not of Hispanic origin","15","18","< 10","36.60","43.90","19.50","41","54.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Male","77","74","66","35.50","34.10","30.40","217","52.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Female","89","80","59","39.00","35.10","25.90","228","54.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","English Learners","95","93","84","34.90","34.20","30.90","272","51.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Not English Learners","71","61","41","41.00","35.30","23.70","173","56.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","All Grades","Mathematics","Not Migrant","166","154","125","37.30","34.60","28.10","445","53.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","All Students","13","20","23","23.20","35.70","41.10","56","44.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Economically Disadvantaged","13","16","21","26.00","32.00","42.00","50","44.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Black, not of Hispanic origin","< 10","< 10","< 10","27.30","27.30","45.50","11","45.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Hispanic","< 10","14","16","16.70","38.90","44.40","36","40.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Male","< 10","< 10","< 10","20.00","35.00","45.00","20","41.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Female","< 10","13","14","25.00","36.10","38.90","36","45.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","English Learners","< 10","14","13","12.90","45.20","41.90","31","40.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Earhart Elementary-Middle School",860,"LEA School","05","Mathematics","Not English Learners","< 10","< 10","10","36.00","24.00","40.00","25","49.20"
